Source,LateralMax_cm,LateralMin_cm,YawMax_deg,YawMin_deg,SteeringMax_deg,SteeringMin_deg,Reproduced
Original_Project_Presentation,10.67,-13.64,5.53,-4.64,7.94,-6.27,NO
