MinimumRelativeDistance_m,MinimumTTC_s,RMSDistanceError_m,MaximumSpeedError_mps,MinimumAcceleration_mps2,MaximumAcceleration_mps2,CruiseDuration_s,FollowingDuration_s,EmergencyDuration_s,CollisionOccurred
70,16.9839137223592,619.435752172013,0,0,0,60,0,0,0
